area;rooms;bathroom;parking spaces;total
65;2;2;1;1998
215;3;4;4;10520
52;2;1;0;1242
272;4;4;4;21020
32;1;1;1;4050
191;3;3;4;19100
288;4;5;4;9628
37;1;1;1;1284
113;2;2;2;2995
50;1;1;0;1314
53;2;1;1;3562
76;2;2;2;5458
158;3;3;2;13810
659;5;4;6;12090
180;3;3;1;3163
42;1;1;1;3502
89;2;1;1;1769
220;4;3;2;3594
90;2;2;0;1764
280;3;3;3;7542
40;1;1;0;640
277;3;3;0;11490
70;3;2;1;2975
200;2;1;1;1682
74;3;2;2;2098
165;3;2;3;6020
60;2;2;1;5682
85;2;1;0;8356
56;2;1;0;979
18;1;1;0;912
175;3;5;1;6379
60;2;2;1;1859
220;4;2;3;5984
132;3;3;2;5425
100;1;2;2;10190
415;4;4;6;14400
300;3;5;3;5958
130;3;3;2;6175
300;4;4;1;10990
165;3;2;1;3217
32;1;1;0;912
117;3;1;1;1666
890;5;6;8;20670
350;6;5;2;4406
212;3;3;3;14200
61;2;1;1;1764
62;2;1;1;1163
884;5;7;6;27830
44;2;1;1;1257
157;3;2;0;6185
61;1;2;1;6281
50;1;1;0;835
45;1;1;1;1603
36;1;1;0;1009
48;2;1;1;1389
216;4;3;0;10960
485;4;7;7;12100
110;2;2;2;6300
58;2;1;0;3409
40;1;1;0;1989
30;1;1;1;1327
44;1;1;1;4218
30;1;1;0;977
190;3;2;1;9983
32;1;1;1;3279
79;3;2;2;2934
90;3;3;2;4442
61;2;1;0;1710
65;2;1;1;3138
76;2;2;0;6778
84;3;1;1;2227
60;2;1;1;2643
40;1;1;1;4601
254;3;3;3;18860
50;1;1;0;1303
400;4;4;4;5301
35;2;1;0;1497
76;3;2;1;2460
470;4;4;5;13730
40;2;1;1;1347
200;3;1;2;1774
65;2;1;1;1851
97;2;2;0;11430
113;3;2;2;6411
300;3;2;2;4676
60;1;1;0;4562
20;1;1;0;2555
62;2;1;1;2133
400;3;4;4;15230
100;3;3;2;5162
182;3;2;3;15250
50;2;1;2;2961
50;2;2;1;4729
84;1;2;1;4578
167;3;3;2;4067
60;2;1;0;1219
220;3;1;4;3177
67;2;1;0;1325
78;2;1;1;2416
63;2;2;0;2281
45;1;1;0;2725
151;3;2;3;4183
90;2;2;0;1658
54;2;1;1;1552
40;1;1;0;1111
160;2;3;1;3633
230;3;3;2;12220
22;1;1;0;2755
105;3;2;3;4091
63;2;1;2;6990
700;5;7;8;7891
80;2;1;1;1431
50;1;1;0;1625
234;4;3;3;5056
30;1;1;1;4717
62;2;1;1;2398
350;3;3;3;31010
125;3;2;0;4781
102;2;1;0;1777
65;2;2;2;2068
130;3;2;1;2959
151;3;2;1;7380
82;3;2;2;1485
65;2;1;1;3479
189;3;4;3;8444
186;3;4;3;10170
650;4;7;5;8455
65;2;2;1;3806
363;3;5;4;8263
71;3;2;2;3262
90;2;3;1;4464
266;4;3;4;4936
200;3;3;2;3029
185;3;4;2;3190
138;3;3;2;7461
140;3;2;1;4566
90;1;2;1;5547
35;1;1;1;1317
25;2;1;0;2334
180;3;3;0;3433
200;3;3;2;7821
80;2;1;1;3958
90;2;1;1;1156
170;3;3;2;8352
380;3;3;5;8311
76;2;1;0;1109
180;3;3;2;13470
20;1;1;0;2087
90;2;1;0;2108
64;2;1;1;2734
129;3;2;2;4755
150;4;2;1;2622
72;2;1;0;1726
220;3;4;4;8012
42;2;1;1;1047
79;1;2;2;6569
110;3;1;0;2031
220;4;4;4;8254
55;2;1;1;1650
64;2;2;2;4366
143;3;2;3;6283
360;3;4;4;3009
500;2;2;1;2302
105;3;2;1;5307
137;3;3;1;4332
53;2;1;1;4543
58;1;1;1;4670
129;3;2;1;4624
97;3;1;1;7042
89;2;3;3;5757
480;3;6;4;6766
45;1;1;0;1037
44;1;1;0;1689
105;3;2;1;4836
192;3;3;2;2792
450;4;4;2;15460
38;1;1;0;5174
63;1;1;0;2021
151;3;3;3;6243
55;2;1;1;1707
50;2;1;1;3474
202;3;2;2;2186
53;2;1;0;1656
80;3;3;0;2533
55;2;1;1;1818
120;4;2;3;4407
396;4;5;7;6117
44;1;1;0;2644
147;4;4;2;3232
290;5;3;3;9387
270;1;1;0;1422
260;3;2;3;12690
71;2;1;1;4034
306;4;3;3;10260
83;2;1;8;5024
89;3;2;1;2683
150;4;2;1;3959
70;2;1;0;3097
212;4;3;2;17500
87;3;2;2;4009
86;2;2;1;1753
250;4;2;6;5534
52;1;1;0;4111
439;13;4;3;15900
70;3;1;1;1527
51;2;1;1;2788
44;1;1;1;1413
170;3;2;2;1869
60;2;2;1;1961
136;3;2;2;8887
34;1;1;1;1509
30;1;1;0;710
107;3;2;2;6882
140;4;4;2;5372
58;2;2;2;2127
250;3;4;4;12420
147;3;3;3;15150
180;3;2;2;4064
120;3;4;1;4065
113;2;2;1;4089
27;1;1;0;1150
202;4;4;2;4889
95;3;2;2;3140
62;3;1;1;1864
188;3;4;3;8411
38;1;1;0;1361
45;1;1;0;982
150;4;3;2;5269
76;3;2;2;5517
68;3;1;2;1032
166;3;2;2;10100
36;2;1;1;1815
300;4;3;2;6574
350;4;4;4;14610
200;4;3;2;6277
140;3;1;0;3080
60;2;2;1;3535
194;4;6;4;9233
358;4;4;2;6713
199;2;3;3;15380
130;3;2;1;4323
70;1;1;1;4150
170;3;5;3;6258
60;2;1;1;1495
48;1;1;1;5370
70;2;1;0;1574
75;1;1;2;2992
216;5;2;2;5005
48;2;1;1;1601
167;3;3;3;4581
92;3;1;0;1885
48;2;1;1;2001
300;6;6;4;5355
245;4;3;2;12900
500;7;4;3;15000
138;2;3;2;4896
85;3;1;1;1790
104;3;2;1;4655
200;3;4;3;8570
50;1;1;1;1628
88;3;1;1;1546
90;2;2;1;3592
225;2;2;3;5323
180;3;3;1;3530
784;5;6;8;13840
92;3;3;1;5075
170;3;3;3;6504
400;3;4;2;20830
40;1;1;0;3536
85;2;2;0;3433
40;1;1;1;3524
280;4;6;3;10860
98;3;2;0;4713
70;2;1;0;1320
660;4;6;4;10870
449;5;7;4;15550
306;4;3;4;11440
150;3;2;2;2538
80;3;2;2;3122
22;1;1;0;2552
82;3;2;1;2586
119;3;3;1;5122
113;1;1;2;7132
46;2;1;0;1026
138;3;1;0;3998
75;2;3;2;3001
98;3;2;1;3951
25;1;1;0;2007
202;3;2;2;3222
326;3;3;4;5657
49;2;1;1;1901
52;1;1;1;3300
258;4;4;3;4885
80;3;1;1;3514
100;3;3;0;7379
87;2;1;0;2758
42;2;1;0;889
82;4;3;1;5949
200;2;1;1;2687
60;2;1;0;3396
250;3;4;4;14160
60;1;1;1;6118
70;2;2;1;2691
79;2;2;1;5207
220;3;4;2;4873
38;1;1;0;1442
310;5;4;5;9605
87;2;2;2;4201
236;4;5;7;15020
113;2;3;2;15450
45;2;1;0;1920
144;4;2;0;3458
24;1;1;0;2043
94;3;2;1;4477
27;1;1;0;1734
210;3;4;3;15170
180;3;2;2;2217
25;1;1;0;1172
100;3;1;2;1796
180;3;1;1;11400
46;2;1;0;1771
352;4;4;4;9209
360;3;5;5;16220
33;1;1;0;1688
125;4;2;2;6274
360;4;5;5;10330
416;3;5;4;15430
400;3;4;5;11520
43;2;1;1;2205
180;4;2;1;8666
100;3;1;0;3498
31;1;1;1;4141
60;1;1;1;4395
165;3;4;3;6622
250;5;2;5;5017
190;3;3;2;7418
276;3;3;0;15260
140;3;2;2;8017
70;1;1;1;1750
300;4;7;3;7227
70;2;1;0;2510
85;2;2;1;1994
75;2;1;0;2052
120;3;1;0;4831
92;2;2;0;3934
98;2;1;0;3062
118;3;2;2;10990
75;3;1;0;2390
75;2;2;1;2517
315;4;5;5;7529
55;2;1;1;1293
132;3;2;1;4510
100;2;1;1;2839
252;3;4;1;13410
65;2;1;0;2896
20;1;1;0;2555
150;3;4;2;4644
500;5;5;8;10040
27;1;1;0;1388
500;3;4;7;10500
40;1;1;0;1353
45;1;1;1;3756
86;2;2;2;2221
200;3;3;0;5276
49;1;1;0;1073
115;2;2;1;6558
50;2;1;0;678
20;1;1;0;2555
55;2;1;1;1336
78;2;1;1;1705
127;4;3;0;6929
450;3;4;2;20830
132;3;1;2;9422
62;2;2;1;4124
300;5;3;1;3999
195;4;1;0;3192
45;2;1;0;1263
52;1;1;0;2780
46;2;1;1;1775
179;3;3;0;3685
60;1;1;0;3889
45;1;1;0;1367
200;4;3;2;4169
15;1;1;0;710
30;1;1;0;659
100;3;3;1;2143
120;3;3;0;6338
105;2;3;2;5476
97;2;3;2;3561
140;3;2;1;5905
90;3;3;2;3951
50;1;1;0;2616
330;5;4;2;8399
367;3;5;3;10980
75;3;2;1;4950
63;2;1;0;1674
72;2;1;2;2035
52;2;1;1;2213
57;2;2;1;3203
200;3;3;1;7883
64;3;2;0;2268
211;3;2;2;14420
164;3;2;2;2425
240;3;3;2;4818
64;2;1;1;1493
89;2;3;1;6337
120;3;3;2;2274
69;2;2;1;5386
140;3;4;2;4449
103;2;1;0;1400
82;2;2;0;3651
30;1;1;0;2051
60;2;1;1;1778
162;3;2;2;9394
59;2;1;1;3039
230;3;3;3;13530
110;3;2;1;5508
210;3;3;3;4689
218;3;2;2;10450
50;1;1;1;2352
115;3;3;2;2855
100;2;2;0;2989
230;3;4;4;7164
25;1;1;0;760
280;3;4;2;17910
390;3;4;4;14510
60;2;2;2;3597
150;3;2;2;7248
60;2;1;1;2073
22;1;1;0;1358
30;1;1;1;1501
49;2;2;1;2170
230;3;4;3;9094
200;3;4;2;10800
167;4;4;3;7304
420;4;6;5;17370
98;2;1;0;2396
80;3;1;1;1941
30;1;1;0;797
296;4;5;5;19470
70;2;1;0;1957
160;2;2;2;10250
73;2;2;1;2116
15;1;1;0;760
174;3;1;1;3586
54;1;1;1;1710
50;1;1;1;10460
240;3;3;3;14050
260;4;4;2;15450
210;3;4;4;9071
119;3;4;3;4557
150;3;1;3;4308
750;4;7;8;16890
67;2;1;1;2489
50;1;1;0;2155
36;1;1;0;3075
120;3;2;2;3802
65;3;1;1;1294
240;4;4;2;8847
93;2;2;2;4545
35;1;1;0;1400
51;2;1;1;2787
85;2;2;1;4145
57;1;2;1;3501
50;1;1;0;853
75;2;1;0;1848
161;3;3;3;13490
210;4;4;3;6105
350;3;2;4;14020
112;3;3;2;4278
78;3;2;2;2717
54;2;2;1;3989
25;1;1;0;1224
62;2;2;0;2626
117;2;2;1;8001
120;4;2;2;3563
113;3;2;2;2248
65;2;1;1;3036
70;2;1;1;1515
67;3;2;2;2480
651;7;7;8;10220
180;3;1;5;7165
30;1;1;0;1034
100;3;3;3;4962
45;1;1;0;1849
400;4;4;4;9878
100;3;1;0;2367
111;2;2;0;2586
70;2;2;2;2978
179;3;2;2;3833
140;3;2;2;8153
260;3;4;2;8600
268;4;2;4;4396
70;3;2;1;1607
50;1;1;1;2903
470;5;4;2;6907
142;3;4;3;10040
80;1;2;2;6605
100;3;3;3;2784
47;1;1;1;2633
180;3;4;4;3529
180;4;1;1;4936
72;1;1;1;4896
90;2;2;1;2234
49;1;1;0;1031
282;4;2;4;5444
114;4;4;2;3999
170;3;3;2;9448
200;3;2;3;3906
130;4;4;3;4658
300;3;4;4;7973
40;1;2;1;6507
45;1;1;0;910
245;3;5;4;13650
155;2;3;2;4438
300;3;3;4;3989
438;5;4;0;8269
30;1;1;0;2668
125;2;2;1;3235
76;1;2;0;1109
58;2;2;2;3078
140;3;2;2;2685
49;2;1;1;1801
45;1;1;0;2322
350;4;6;4;11050
35;1;1;0;2042
100;3;1;1;2234
86;2;2;2;4114
58;1;1;1;4126
40;1;1;0;809
62;3;2;1;2731
95;3;2;2;3131
52;1;1;1;2895
80;2;1;0;1359
300;4;4;4;7035
70;2;2;0;2190
130;3;3;1;6139
39;1;1;1;1748
73;2;1;1;5200
68;2;1;1;2838
80;2;1;0;1219
30;1;1;1;2141
450;4;5;1;3768
270;3;4;2;19450
146;3;4;4;8218
100;3;1;0;2235
60;2;1;1;1327
55;2;1;1;4464
140;4;2;1;8158
40;1;1;1;1294
20;1;1;1;1115
30;1;1;0;509
68;2;2;2;4930
35;1;1;1;1354
190;4;4;3;8768
700;4;10;0;23980
45;1;1;0;1294
311;3;6;4;15540
110;2;1;0;2250
330;3;3;2;8515
75;3;1;1;2780
50;1;1;0;1966
460;4;4;6;6027
52;2;1;0;1163
155;3;4;2;15080
55;2;1;1;1129
74;2;1;0;3268
26;1;1;1;1816
80;2;1;0;3539
450;4;5;5;14060
150;2;2;1;1243
135;3;2;2;6633
140;4;3;4;4277
76;3;1;1;1889
450;4;3;6;13160
38;1;1;0;1318
56;2;2;1;2526
30;1;1;0;1964
260;2;2;2;4425
77;3;2;1;1583
290;4;3;1;10050
22;1;1;1;1520
47;2;1;0;2098
80;2;2;1;5206
244;4;3;4;8243
45;1;1;0;1520
85;3;2;2;2569
98;3;2;2;3809
100;2;1;1;1472
120;3;2;0;5379
190;3;2;1;6888
500;4;4;4;15350
105;3;2;2;9931
50;2;1;1;1646
126;4;3;2;6475
74;2;3;1;5843
130;3;3;2;10090
140;2;1;1;7870
160;3;2;2;2211
250;3;4;3;19000
90;2;2;1;2146
35;1;1;0;2102
144;4;2;2;6015
170;3;1;1;3212
65;2;1;1;2228
80;2;1;0;1008
20;1;1;0;3399
79;2;2;2;7055
70;2;1;0;2639
30;1;1;0;2849
250;3;5;3;10390
50;1;1;0;1269
116;3;2;2;4624
216;4;3;4;7589
290;3;5;4;10670
300;5;6;6;11730
245;4;3;4;11190
150;4;2;3;6746
130;3;4;2;4309
112;1;2;3;3006
78;2;2;1;2351
15;1;1;0;760
84;2;1;2;5091
23;1;1;0;2620
174;3;1;0;5711
104;1;3;2;6754
63;1;1;0;1292
51;2;1;1;1657
70;2;2;1;5337
150;4;4;2;5773
90;2;2;1;3055
80;2;2;1;12280
60;1;1;1;3421
85;3;2;1;2055
70;2;1;0;3741
50;1;1;0;1637
38;1;1;0;2551
147;3;3;3;2728
222;3;2;2;6278
185;4;4;4;11140
284;3;5;6;6144
45;2;1;1;1759
290;3;3;1;7822
74;3;2;2;2216
115;3;2;2;3957
37;1;1;0;2029
650;7;6;3;14460
30;1;1;0;1469
87;1;1;2;9021
553;5;6;5;12230
250;3;4;4;15480
600;4;5;6;9051
250;3;3;3;4718
30;1;1;1;2221
62;3;1;1;1282
115;2;2;2;4014
130;3;1;0;8071
35;1;1;0;2332
350;4;3;3;12840
100;3;2;0;3960
85;3;2;2;4040
60;1;1;1;1623
197;3;3;2;4457
177;4;5;4;11780
96;2;1;0;5946
48;1;1;0;1202
678;5;6;4;18230
126;2;2;1;9817
130;3;3;1;5901
113;2;1;1;2028
380;3;4;2;13140
80;1;1;1;4512
20;1;1;0;2555
32;1;1;1;2254
420;4;6;4;20940
500;8;5;2;12720
33;1;1;1;3581
700;4;6;6;14860
50;1;1;1;1117
70;2;2;0;1820
332;3;2;8;7385
83;2;3;2;11060
62;2;2;2;3853
30;1;1;0;3692
240;4;6;4;6466
27;1;1;0;848
87;3;2;1;2726
238;3;3;3;5109
68;2;1;0;3500
30;1;1;0;1527
24;1;1;0;1741
80;3;2;1;2116
70;3;1;1;1453
250;4;3;2;10150
83;3;3;2;4753
339;3;5;4;18040
75;2;1;1;1317
154;4;3;3;6778
80;2;2;1;2840
156;3;1;0;2266
190;3;4;3;11040
200;3;2;2;3735
600;3;5;8;11170
57;3;2;1;1418
110;3;2;2;3418
240;3;4;5;11080
40;1;1;1;3376
160;3;2;2;2940
120;3;2;2;7315
51;1;1;1;1591
55;1;1;1;2629
820;4;4;5;11080
168;3;4;2;7435
68;1;2;1;3154
260;4;4;6;9217
93;2;2;1;3792
73;2;2;1;2116
182;3;3;5;4514
215;3;2;0;5490
280;3;3;4;10630
68;2;1;1;1651
76;1;2;1;5464
156;3;4;3;11430
271;4;3;1;5957
297;4;6;2;6069
73;2;1;1;1909
350;3;4;5;6675
100;2;3;3;9197
100;3;2;0;3076
180;3;4;4;5695
350;7;4;2;4962
40;1;1;0;1201
106;3;2;1;6837
63;2;2;1;12270
200;4;3;2;12020
65;2;2;0;4000
25;1;1;0;2418
95;3;2;2;3272
36;1;1;1;4124
273;4;4;2;13760
159;2;2;1;5741
110;2;2;1;8982
130;4;4;3;12890
20;1;1;0;1003
330;4;5;4;4335
30;1;1;0;1807
190;4;3;2;7367
195;2;3;1;7911
43;2;7;2;2556
49;2;1;1;1236
68;3;1;1;2103
63;2;2;2;2752
298;4;4;3;13660
52;1;2;1;4991
350;3;2;4;11350
170;4;2;1;8273
120;3;2;2;7503
30;1;1;0;2067
67;2;1;0;1615
210;3;4;0;4439
40;1;1;1;1324
117;3;2;1;4373
67;2;1;1;2012
70;3;2;2;2708
60;2;1;2;1425
856;5;7;6;22630
34;1;1;0;2412
717;5;5;8;11860
96;2;1;0;1255
20;1;1;0;2555
70;1;2;0;1586
65;1;1;0;3219
58;2;2;1;2123
140;3;3;3;6669
195;3;4;3;8687
83;2;1;1;3036
40;1;1;1;1455
70;1;1;0;914
94;3;3;2;7498
34;1;1;1;3456
30;1;1;0;856
73;2;2;1;2116
270;3;3;3;10370
40;1;1;1;4122
25;1;1;0;849
112;3;2;1;4807
105;3;2;2;3653
130;3;2;2;3458
118;4;2;1;3042
85;3;2;1;2042
380;4;4;3;7613
55;2;1;1;1549
109;3;2;1;6818
758;5;4;5;25580
300;4;3;3;6913
72;2;3;0;3478
148;4;3;2;7859
75;2;1;0;1499
68;2;2;1;1812
64;2;2;2;2986
206;4;3;2;8682
320;3;4;3;10290
116;3;3;2;3320
560;7;7;8;10050
320;4;3;4;8558
55;1;1;1;5816
85;2;2;0;5813
100;2;2;1;3733
400;5;5;5;8997
220;3;2;2;2700
80;2;2;0;3125
66;1;1;2;2239
80;2;2;1;2530
260;5;4;4;15940
450;4;5;6;10290
88;2;2;1;3481
157;3;5;3;9831
129;3;5;0;7838
23;1;1;1;2861
692;5;6;5;21390
310;3;4;3;7858
215;3;4;2;5853
250;3;4;2;4456
140;3;2;2;3672
100;1;1;0;965
47;2;1;1;1489
48;2;1;1;1506
71;2;3;2;4297
70;2;1;2;1507
67;2;1;1;3553
120;3;2;1;1962
465;5;5;2;10600
120;3;2;0;6214
92;2;1;0;2748
78;3;2;2;4441
60;2;1;1;1398
100;3;1;1;2118
87;2;3;2;6530
160;2;2;4;3137
100;2;3;2;5536
52;2;1;1;1730
109;4;2;2;8058
26;1;1;0;1602
270;4;5;2;10990
208;3;4;3;6437
20;1;1;1;1014
50;2;1;1;1630
138;2;1;0;1998
58;2;2;2;3892
198;3;4;3;11720
115;4;4;3;7068
128;3;3;2;16190
66;1;1;0;3646
234;3;5;3;18260
380;4;4;6;6508
113;2;1;1;4089
160;3;3;2;2730
80;2;1;0;1565
33;2;1;0;995
50;2;1;1;1622
65;1;1;0;2609
40;1;1;0;897
261;3;4;4;18730
50;2;1;1;1314
281;4;4;2;5262
119;2;1;1;1810
52;2;1;1;1495
40;1;1;0;1188
47;1;1;0;1133
35;1;1;0;1365
40;1;1;0;770
55;2;1;1;930
72;2;1;1;2236
30;1;1;0;986
57;1;1;1;15510
70;1;1;1;1117
63;2;2;1;5478
220;3;4;3;12400
126;4;3;4;3517
147;2;3;2;8491
70;3;2;1;2542
99;2;1;1;2623
90;3;1;0;1910
100;2;1;0;2084
48;1;1;0;1752
247;4;5;4;16920
443;5;5;4;12680
200;2;3;2;8018
360;4;3;4;6788
20;1;1;0;2555
90;3;2;0;4046
297;4;4;6;3438
180;3;3;2;3615
54;1;2;1;7227
90;2;2;1;3017
105;3;3;2;3688
67;2;1;1;3233
45;1;1;0;814
33;1;1;1;1801
45;1;1;0;803
127;3;3;0;2646
120;3;3;2;10160
75;2;1;1;2520
220;3;2;3;8133
50;1;1;1;5814
115;3;2;1;3687
75;2;2;1;3212
65;2;2;0;1325
39;1;1;0;3228
200;2;3;2;4257
72;2;1;0;3193
108;2;2;1;6208
32;1;1;1;5386
106;3;2;1;4481
70;3;1;1;1455
120;3;2;1;6883
55;1;1;0;1034
100;3;1;0;2524
162;2;2;1;6484
75;2;1;1;2450
44;1;1;0;951
130;2;2;2;10580
147;4;3;1;3615
70;2;1;0;1542
64;2;2;2;2794
180;4;3;1;6217
42;2;1;0;1678
117;3;3;1;6479
180;3;4;2;16770
65;3;2;1;3992
29;1;1;0;2091
600;4;6;3;13200
145;3;3;1;12900
310;4;4;4;20630
260;4;4;3;7425
320;3;3;2;11220
70;3;1;1;1174
35;1;1;0;1131
320;3;4;4;5272
82;2;2;2;3213
62;2;2;1;3497
60;3;1;0;1869
78;3;2;0;2136
385;4;5;6;13700
214;3;3;2;6552
233;4;5;4;14470
60;2;1;1;2270
22;1;1;0;1813
100;2;3;0;1852
90;2;1;1;4089
60;2;2;0;3176
22;1;1;0;2552
80;2;1;0;1634
110;3;4;3;3995
120;2;2;1;1687
193;3;3;1;13960
55;2;1;1;1879
165;3;3;1;9511
46;1;1;2;3224
55;2;1;0;2679
150;2;2;1;3000
57;1;1;0;6394
160;3;2;1;9154
200;4;4;2;11640
60;1;2;1;2057
180;3;2;1;7958
62;1;1;0;2677
90;3;2;1;4719
35;1;1;0;3007
95;2;1;1;4559
320;5;5;4;12870
127;3;2;2;2682
210;3;2;2;8081
160;4;3;2;7265
273;3;2;5;3621
211;4;5;4;6106
145;2;3;2;12710
92;2;2;1;2445
70;2;3;1;3226
254;3;4;2;3297
350;4;4;2;10390
55;1;1;0;1592
80;3;2;2;3703
280;3;3;4;8172
100;3;1;0;1995
98;3;2;1;7696
85;2;3;1;4145
78;2;2;2;4150
58;2;1;1;2668
50;1;1;1;4958
30;1;1;0;2021
75;2;1;1;8742
350;4;6;6;8696
136;3;4;3;4826
290;3;3;3;8663
99;2;2;2;4763
750;5;3;6;8168
110;2;2;1;3678
340;2;3;2;5876
178;2;1;1;6384
28;1;1;1;1817
38;1;1;0;1318
254;3;4;2;6460
51;2;1;1;1341
134;3;3;2;4835
38;1;1;1;2707
400;4;5;3;15190
136;3;2;2;11130
250;4;5;2;14160
94;2;2;2;5106
62;2;2;1;2396
80;2;2;1;2644
89;3;1;1;3046
51;2;1;0;1285
40;1;1;1;4577
47;1;1;1;2633
210;3;5;3;5749
230;4;4;4;17060
70;2;2;1;3036
117;3;1;1;1931
54;2;2;0;1515
105;2;1;0;1953
47;2;2;0;5413
120;3;1;0;2494
284;4;6;2;15440
58;2;1;1;3218
95;2;1;1;3210
65;2;1;0;1063
188;3;4;2;4518
21;1;1;0;1082
65;2;2;1;3941
50;2;1;0;2344
150;4;3;3;7722
90;3;3;1;2948
400;3;3;6;8737
64;2;2;2;2566
80;2;1;1;2499
300;3;5;4;14640
240;3;3;2;4050
50;2;1;1;1828
820;4;4;6;18200
58;1;1;1;2823
230;3;2;2;4204
43;1;1;1;3481
280;6;6;3;6194
54;2;1;1;2018
200;6;2;1;3590
360;3;5;6;15420
650;5;8;7;17890
38;1;1;0;1197
373;4;5;5;17990
47;1;1;1;2633
133;3;2;2;4620
150;4;2;2;5318
80;3;2;1;1720
129;4;2;3;7190
275;3;5;6;13700
44;1;1;0;2440
60;1;2;1;2839
170;3;4;4;10840
40;1;1;2;2663
200;4;4;4;7618
170;4;4;3;5901
200;5;3;2;10850
31;1;1;0;2296
135;3;2;1;3706
400;3;3;1;14280
70;2;1;0;1603
64;1;1;0;2273
73;2;1;1;1960
240;3;4;3;9478
115;2;1;1;1911
400;3;4;3;11340
147;4;2;0;4244
58;2;1;1;1340
92;3;2;2;2871
330;3;6;4;9484
60;2;1;0;1572
240;4;5;4;9911
38;1;1;0;1190
141;3;2;2;9638
43;1;1;1;4001
62;2;1;0;1274
50;2;1;1;1805
75;2;1;1;1602
180;3;2;1;5941
33;1;1;0;908
580;6;6;8;12950
136;3;3;2;5446
238;4;4;3;9049
109;3;2;2;6175
90;2;1;0;2607
171;2;2;1;3433
40;1;1;0;1699
119;3;2;2;3078
330;5;7;5;6867
60;1;1;1;5846
118;3;2;1;7899
134;2;2;1;5176
280;3;4;1;3857
120;3;2;1;1937
288;4;6;4;9043
180;3;3;2;5760
43;1;1;1;3550
57;1;1;0;6394
200;3;3;0;4639
96;3;3;0;4118
320;4;5;4;7315
110;3;2;2;2751
35;1;1;1;3900
270;4;5;6;11570
85;2;1;1;1829
60;2;2;1;3848
550;4;5;5;5951
45;1;1;0;4343
130;3;2;2;5360
50;1;1;0;1061
55;2;1;1;2665
47;1;1;1;2633
192;4;3;3;3040
70;2;2;2;2582
78;2;1;0;1814
45;1;1;1;1318
250;2;2;1;997
90;3;1;0;2811
186;3;4;2;16640
33;1;1;0;4550
250;5;4;5;4461
30;1;1;0;2159
106;3;1;0;2486
72;2;2;1;3598
90;2;1;1;4089
102;3;2;1;4382
126;3;3;2;5349
220;3;2;1;5576
42;1;1;1;2884
69;2;1;1;2221
50;2;1;1;1889
120;4;3;2;4582
160;3;3;3;5458
31;1;1;0;3487
70;3;1;1;1637
37;1;1;1;4631
63;1;1;1;9063
57;2;1;0;2004
400;3;2;3;6667
370;4;5;6;20380
255;4;3;0;7900
110;2;2;1;5095
82;2;2;1;4665
25;1;1;1;5109
65;2;2;1;2586
45;1;1;0;1219
95;2;2;2;8099
55;1;2;1;1921
96;3;2;2;3225
72;2;1;2;3876
44;2;1;0;1052
2000;3;3;2;8267
49;2;1;1;1870
119;3;2;1;4803
52;1;1;1;2585
80;2;1;1;2057
200;3;3;3;8237
181;3;4;3;11510
220;4;3;2;4268
125;3;3;1;3690
55;1;1;0;1534
28;1;1;0;1327
48;2;1;1;1524
222;4;3;4;10180
138;3;3;2;2882
72;2;1;1;2397
171;4;4;4;12520
55;1;2;1;3531
120;2;3;1;4123
102;3;3;2;5291
118;3;3;2;5279
55;2;1;0;1476
197;4;3;2;5572
49;1;1;0;1371
45;1;1;0;4342
104;2;2;2;5564
73;3;2;2;3126
55;1;1;0;1517
202;4;4;3;9277
54;2;1;1;2381
75;2;1;0;1283
89;3;2;0;4024
46;1;1;0;2173
386;4;6;4;11680
240;3;3;1;4464
61;3;2;1;3706
80;2;2;1;2928
45;2;1;1;1537
18;1;1;0;1742
30;1;1;1;3046
300;4;4;6;4432
69;1;1;1;2173
157;3;2;2;3726
30;1;1;0;1024
32;1;1;0;1414
83;3;2;2;2220
55;2;2;2;2949
70;1;1;1;3682
20;1;1;0;3399
298;4;2;3;3280
90;3;2;1;1698
147;2;2;1;5765
48;1;1;1;2026
32;1;1;1;5094
195;4;2;3;4314
350;4;3;4;7091
74;2;1;0;2534
130;3;2;2;5187
60;2;3;0;2903
55;2;1;1;2092
89;3;2;2;2725
70;2;2;2;4164
141;4;2;1;3167
260;4;2;2;2792
168;4;2;2;3277
24;1;1;1;560
240;4;4;5;7708
178;3;4;4;12900
58;2;1;1;3031
800;4;7;8;18840
180;3;2;2;10570
101;3;4;2;7614
50;1;1;0;991
55;2;1;1;865
120;2;3;2;5482
42;2;1;1;1023
40;1;1;1;872
78;2;2;2;7608
144;3;2;1;4500
70;3;1;1;1967
440;4;4;4;4478
44;1;1;1;1934
596;4;5;2;17850
230;3;4;3;12900
100;2;1;0;3646
300;3;3;8;5869
47;2;1;0;2298
105;3;2;2;3006
65;2;2;1;1930
65;3;2;1;2531
60;2;2;2;3521
314;3;4;3;4410
70;2;1;0;1915
80;3;2;1;2619
350;3;5;5;6258
52;1;1;0;1044
380;4;5;6;9850
70;1;1;0;3328
45;2;1;1;2901
44;1;1;1;4958
142;4;4;3;5127
96;3;1;1;2959
88;2;3;2;4535
169;3;4;3;11400
40;1;1;0;1262
45;1;1;0;965
320;3;2;0;8670
82;1;2;1;12170
180;3;4;3;12000
340;4;4;4;13110
100;3;3;1;3337
160;3;3;3;13110
160;4;4;3;9625
100;3;2;2;2181
33;1;1;1;4850
35;1;2;1;2212
52;2;2;1;2320
